2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
10393872+0510326,PKS 1037+05,159.91142,5.17568,241.97665,51.71465,11.548,0.073,0.0679006374,0.0698613377,0.0005003469,306.249523515,2.1933590107,98,0,2,461.3,14.5986300727,0,0,533.119618881,65808172212400000000000000000000000000000,0.0398055556,0.0253888889,0,0.0289404583,0.0005919164,0,159.89959197,5.1667412493,159.907958101,5.1750772999,j
10431869+3131058,CGCG 154-041 NED01,160.82779,31.51835,196.22313,61.83103,11.339,0.044,0.0356181473,0.0361806258,0.0005003469,154.818584444,2.1410076358,-2,0,1,748.5,28.6,0,0,865.033675986,27288742286500000000000000000000000000000,0.0061111111,0.0061111111,0,0.0013086415,0.0013086415,0,160.826844681,31.519568995,160.826897002,31.5154024224,p
10460990-2921094,2MASX J10460990-2921094,161.54134,-29.35268,272.64725,26.05194,11.251,0.079,0.05974162,0.0607320111,0.0005003469,264.522488786,2.1792955707,-5,0,3,589.2,13.4792433022,0,0,680.932320496,62709518939100000000000000000000000000000,0.0708333333,0.0300833333,0,0.0231254693,0.0040400847,0,161.524895302,-29.3376506394,161.529738445,-29.3417659384,j
10461032+7321108,NGC 3343,161.5432,73.35307,134.29243,40.89599,9.681,0.035,0.0210012976,0.0218316605,0.0005003469,92.428495891,2.1183138952,-4,0,1,695.2,23.6,0,0,803.435419566,9033729155140000000000000000000000000000,0.0176388889,0.0176388889,0,0.0006803981,0.0006803981,0,161.546743505,73.3528723832,161.53320922,73.3573100982,j
10483217-4251276,PKS 1046-426,162.13397,-42.85773,280.1712,14.51711,11.701,0.064,0.0567962347,0.0575315922,0.0005003469,250.013397524,2.1743431632,98,1,0,0,0,320.9,12.6,273.54617775,22504094095000000000000000000000000000000,0.0089444444,0.0089444444,0,0.0007663264,0.0007663264,0,162.135102559,-42.8594007047,162.135306717,-42.8550037848,p
10492114-0040049,CGCG 010-025,162.33807,-0.66805,251.37735,49.5791,10.651,0.059,0.0386969589,0.0388575335,0.0005003469,166.599980776,2.1452154451,-3,0,1,264.1,9.5,0,0,305.217627025,11149716525100000000000000000000000000000,0.012,0.012,0,0.0005448648,0.0005448648,0,162.337152529,-0.6708486959,162.337153941,-0.6666817452,j
10514731+5523087,MCG +09-18-041,162.94733,55.38571,152.07983,54.4379,11.654,0.059,0.0739248343,0.0772287723,0.0005003469,340.287178875,2.2046398556,98,0,4,533.5,10.397595876,0,0,616.560409003,93966083776400000000000000000000000000000,0.0596666667,0.0207777778,0,0.0457049587,0.0024644596,0,162.960684921,55.375360475,162.946019381,55.3754754355,j
11031119+2758207,NGC 3504,165.79671,27.9725,204.60292,66.04009,8.349,0.014,0.0050868772,0.0058966614,0.0004419731,24.2978684181,1.7596330754,2,0,1,274.1,10.5,0,0,316.774523163,246144943167000000000000000000000000000,0.00625,0.00625,0,0.000291887,0.000291887,0,165.801083142,27.9658391549,165.796193384,27.9740959536,p
11032753-4657471,2MASX J11032753-4657471,165.86469,-46.96302,284.46835,12.00103,11.463,0.078,0.0491976077,0.0494820989,0.0005003469,213.796041462,2.1618360043,98,5,0,0,0,780.9,18.9237945455,665.665971345,40046078695500000000000000000000000000000,0.1644722222,0.0394444444,0,0.0882510713,0.0065320406,0.0210443774,165.846183796,-46.9606366259,165.846118763,-46.9565245347,j
11042732+3812320,MRK 0421,166.11382,38.20885,179.83186,65.03153,10.093,0.032,0.0300209146,0.030505943,0.0005003469,129.990864301,2.1320607515,-2,0,3,877.6,29.0472029635,0,0,1014.23320514,22556297191100000000000000000000000000000,0.0371666667,0.0188333333,0,0.020568575,0.0004452657,0,166.113735132,38.2150779293,166.108368266,38.2109615107,j
11052280+3009411,CGCG 155-059,166.34505,30.16148,199.19173,66.5871,11.544,0.059,0.0716565874,0.0743275887,0.0005003469,326.845098591,2.2002049201,98,0,2,409.8,10.1044544633,0,0,473.601603766,66588838255500000000000000000000000000000,0.0273888889,0.0137777778,0,0.0143441563,0.0122180944,0.0048200274,166.345787238,30.1620896415,166.340968087,30.1620836026,j
11054859-0002092,NGC 3521,166.45247,-0.0359,255.53194,52.82921,5.848,0.016,0.0026718614,0.0032899219,0.0006337728,12.7181195488,1.6924243488,4,0,2,375,9.440338977,0,0,433.383605203,92261944694500000000000000000000000000,0.0696111111,0.0352777778,0,0.0121842273,0.0116437536,0.0139854278,166.458146835,-0.0375000046,166.462314931,-0.0416666725,g
11082650-1015216,NGC 3537A,167.11047,-10.25604,265.70303,45.04176,9.684,0.038,0.0272990183,0.026932815,0.0005003469,114.460923323,2.1264084786,15,0,1,323.2,11.4,0,0,373.518883205,6440674817310000000000000000000000000000,0.0042777778,0.0042777778,0,0.0001966888,0.0001966888,0,167.110754713,-10.2566524807,167.106531668,-10.252470414,p
11095773-3732216,2MASX J11095773-3732216,167.49054,-37.53934,281.57867,21.08892,7.279,0.017,0.0101657063,0.0106785335,0.0004753296,44.0095383931,1.8900555206,-5,1,9,673,17.2391995174,567.4,17.2,777.779110138,1982687285960000000000000000000000000000,0.2022777778,0.0353055556,0,0.140583546,0.0002619263,0,167.529729083,-37.5208650141,167.524532645,-37.5250768359,j
11113096+5540268,MESSIER 108,167.87903,55.67412,148.31456,56.25186,7.144,0.017,0.0023316244,0.0033064277,0.0005170251,13.5892164797,1.6185628911,6,0,3,284.1,8.0361682412,0,0,328.331419302,79800497464400000000000000000000000000,0.0918055556,0.0353333333,0,0.0358818667,0.0003030211,0,167.874397175,55.670767138,167.874370417,55.6791005922,g
11125076-1219212,LCRS B111020.1-120301,168.21149,-12.32253,268.52222,43.864,11.329,0.08,0.0656857611,0.0672492468,0.0005003469,294.259425268,2.1893447637,98,0,4,389.7,7.9661785067,0,0,450.372242527,51325915108300000000000000000000000000000,0.0859166667,0.0255833333,0,0.0387916308,0.0040872673,0,168.204721881,-12.329094205,168.204725135,-12.3332609403,j
11163458+2915166,CGCG 156-046 NED01,169.14418,29.2547,201.54063,69.02587,11.593,0.046,0.0478166456,0.0488929028,0.0005003469,211.160576236,2.1609176429,-3,0,1,1927.9,65.2,0,0,2228.05400659,130754219006000000000000000000000000000000,0.0188611111,0.0188611111,0,0.0010497084,0.0010497084,0,169.146348872,29.2620721427,169.141525695,29.2579437267,j
11185938+2754070,CGCG 156-060,169.74739,27.90195,205.40361,69.51785,11.251,0.05,0.0671801355,0.0694647473,0.0005003469,304.426452278,2.1927500277,-5,0,3,523,10.2776456448,0,0,604.425668057,73724526619700000000000000000000000000000,0.0499444444,0.0230555556,0,0.0315927548,0.0008410559,0,169.745579804,27.9107688968,169.740862611,27.9106918215,j
11194398+1357503,IC 2722 NED01,169.93318,13.96395,239.95262,64.89005,11.645,0.062,0.0688046005,0.0709756896,0.0005003469,311.377077833,2.1950692018,98,0,4,289.9,6.9036222376,0,0,335.034419063,42753042184600000000000000000000000000000,0.0908888889,0.0259722222,0,0.053101094,0.0024997354,0.0367920177,169.960095963,13.9680611318,169.934281918,13.9720437165,j
11201502+1259286,NGC 3627,170.06261,12.99129,241.96164,64.41846,5.939,0.016,0.0024250228,0.003292603,0.0006421119,10.0824746258,0.6176402214,3,0,2,452.7,11.1892805846,0,0,523.180688202,69998752571000000000000000000000000000,0.0559722222,0.0346111111,0,0.0148997808,0.008182233,0,170.065752996,12.9841713583,170.061543682,12.9925368984,g
11201701+1335221,NGC 3628,170.07091,13.58949,240.85176,64.78079,6.211,0.016,0.0027519172,0.003645868,0.000575399,13.6756227576,1.7417660291,3,0,3,338.4,9.2666067144,0,0,391.085365336,96265375590900000000000000000000000000,0.0579444444,0.0343333333,0,0.041882754,0.000571565,0,170.070906592,13.5884743191,170.066617412,13.5885056229,g
11255292-3523402,ESO 377- G 046,171.47058,-35.39457,283.89484,24.29452,9.794,0.046,0.0337535149,0.0333863361,0.0005003469,142.568025786,2.1366066396,-5,2,3,2606.4,66.1300234387,3730.1,95.1475695959,3179.66530889,85060905286000000000000000000000000000000,0.0492222222,0.03125,0,0.0188899201,0.0089838524,0,171.475336295,-35.3907103485,171.470200862,-35.3865637025,j
11282461-1122184,2MASX J11282461-1122184,172.10262,-11.37174,272.58643,46.55003,11.494,0.071,0.0768702196,0.0793480546,0.0005003469,350.138027442,2.2078735462,98,0,3,484.9,10.8397416943,0,0,560.393893768,90422451302000000000000000000000000000000,0.0652222222,0.0303333333,0,0.0242987265,0.0020210386,0,172.10200218,-11.3708021472,172.097753515,-11.3749705737,j
11283132+5833417,NGC 3690,172.13052,58.56161,141.90741,55.40629,8.555,0.017,0.0102204536,0.010492254,0.0003919384,44.041409488,1.6451679155,9,0,1,677.1,25.4,0,0,782.517437555,1997656274130000000000000000000000000000,0.0080833333,0.0080833333,0,0.0031174448,0.0031174448,0.0010650115,172.124668595,58.5492894281,172.132610537,58.5534807578,p
11330509-0400474,4C -03.43,173.27127,-4.01321,268.66263,53.56316,10.703,0.057,0.0519628675,0.0527420461,0.0005003469,228.416075377,2.1669100807,-5,0,7,1007,16.7248318377,0,0,1163.77944117,79915005151700000000000000000000000000000,0.1529722222,0.0353055556,0,0.0630720649,0.000229654,0,173.274040102,-3.9990143528,173.274053072,-4.0073476765,j
11335920+4903432,IC 0708,173.49678,49.06204,152.02431,63.46131,10.295,0.034,0.03162203,0.0323593946,0.0005003469,138.077978585,2.1349869829,-5,0,4,877.8,17.9605122421,0,0,1014.46434306,25455987451600000000000000000000000000000,0.0332777778,0.0118888889,0,0.0191490586,0.0013443115,0,173.5826258,49.0331814687,173.589099048,49.0290912785,j
11344658+4857217,IC 0711,173.69408,48.95607,151.9626,63.6263,11.164,0.037,0.0315653238,0.0322991712,0.0005003469,137.814870907,2.1348919636,-5,0,3,405.3,11.3190105575,0,0,468.401000504,11708851546200000000000000000000000000000,0.0766666667,0.0353611111,0,0.0655776438,0.0011891633,0.0060845164,173.627915873,49.0045427644,173.666805373,48.9758149813,j
11362642+7009268,MRK 0180,174.11006,70.15752,131.90985,45.64122,11.579,0.053,0.0452782105,0.0469304188,0.0005003469,202.397749845,2.1578559469,98,0,1,327.1,12,0,0,378.026072699,20381560608500000000000000000000000000000,0.0086111111,0.0086111111,0,0.0003952197,0.0003952197,0.0012189812,174.10952541,70.1563146013,174.098370326,70.1608372506,j
11390851+5539527,CGCG 268-067 NED01,174.78558,55.66459,142.56964,58.62148,11.31,0.059,0.061482833,0.0638542045,0.0005003469,278.736574182,2.1841157873,98,0,1,275.1,8.9,0,0,317.930212777,32510529070100000000000000000000000000000,0.0262777778,0.0262777778,0,0.0011506778,0.0011506778,0,174.782978776,55.6599960694,174.783145514,55.6683290135,j
11401689+1743404,NGC 3801,175.07042,17.72792,239.03265,71.09184,8.992,0.02,0.0115847374,0.0123716053,0.0006754683,52.0044397381,2.8393526678,0,0,1,1143.3,38.5,0,0,1321.29993554,4703125611530000000000000000000000000000,0.0081944444,0.0081944444,0,0.000664051,0.000664051,0,175.072590635,17.727457892,175.068215775,17.7274392484,p
11450498+1936229,NGC 3862,176.27083,19.60635,235.72729,73.03835,9.712,0.034,0.0215950445,0.0215347635,0.0005003469,91.1512098187,2.1178418635,-5,0,4,5689,131.133557871,0,0,6574.71821334,71896266588600000000000000000000000000000,0.1010833333,0.0353333333,0,0.0643588938,0.0042473884,0,176.300839041,19.6414098983,176.278689482,19.6247789501,j
11452010-3425596,PKS 1142-341,176.33388,-34.4332,287.737,26.48055,11.06,0.07,0.0681708257,0.0697447854,0.0005003469,305.71365127,2.1931800577,-5,1,2,376.5,12.4145076423,536.8,16.2,457.586750439,56286912285800000000000000000000000000000,0.0198888889,0.0114722222,0,0.0180063967,0.0017952541,0.0030150489,176.328538571,-34.434400951,176.328497249,-34.4302328688,j
11463354-3300247,PKS 1144-327,176.63988,-33.00685,287.55917,27.92078,11.317,0.065,0.0602352973,0.0612496725,0.0005003469,266.87512479,2.180095526,98,2,2,463.9,11.6674761624,620,14.0185591271,536.124411877,50255788822600000000000000000000000000000,0.0271388889,0.01525,0,0.0105370564,0.008501208,0,176.640490938,-33.0040706932,176.640416384,-32.9983040651,j
11472209+3501071,CGCG 186-048,176.84215,35.01873,179.04486,74.20391,11.54,0.052,0.062893816,0.0650046633,0.0005003469,283.988955103,2.1858891569,98,0,1,637.1,19.1,0,0,736.289853,78154868266400000000000000000000000000000,0.0053055556,0.0053055556,1,9.11420862567E-005,9.11420862567E-005,0.0029704618,176.909118423,34.9999398543,176.888982459,35.0126797469,p
11485036+5924561,NGC 3894,177.20985,59.41562,137.12325,55.9546,8.641,0.015,0.0107508231,0.0108975377,0.0003835993,45.7567387047,1.6106622111,-4,0,1,481.4,14.4,0,0,556.34898012,1533069141740000000000000000000000000000,0.0050555556,0.0050555556,1,0.0003220176,0.0003220176,0,177.2063953,59.415819666,177.2063953,59.415819666,p
